                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 2.0366,                  2.063,                 1.2999,                0.12504,                0.26761,                0.11238,                0.04798,                 2.2288,                 2.4409,                 1.6432,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.7673,                 1.8697,                 1.2558,                0.12584,                0.26761,                 0.1162,                0.04495,                 2.3022,                 2.4902,                 1.6457,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.9687,                 1.8172,                 1.2638,                0.16522,                0.25352,                0.11148,                0.04015,                 2.3786,                 2.5166,                 1.6451,             0.00059429,             0.00059429,             0.00059429
                     68,                  1.919,                   1.83,                 1.2833,                0.16252,                0.23944,                0.12243,                0.04878,                 2.4952,                 2.4895,                 1.6734,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.8567,                 1.7864,                 1.2341,                0.15472,                0.22535,                0.10305,                0.04326,                 2.4692,                 2.4832,                 1.6573,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.7994,                 1.8012,                 1.2008,                0.18417,                0.29577,                0.12435,                0.05226,                 2.3969,                 2.4407,                 1.6227,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.8124,                 1.8056,                 1.2017,                0.24162,                0.28169,                0.16306,                0.06477,                 2.3421,                 2.3078,                 1.6414,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.9727,                 1.8353,                 1.2311,                0.24081,                0.29487,                0.17614,                0.06191,                 2.3536,                 2.3853,                 1.6411,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.8741,                 1.7476,                 1.2399,                 0.2254,                0.26761,                0.15856,                0.05756,                 2.4739,                 2.4515,                 1.7062,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.9898,                  1.934,                 1.3099,                0.22434,                0.21127,                0.15211,                0.05284,                 2.5301,                 2.4934,                  1.698,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.9265,                 1.7303,                 1.2364,                0.27984,                0.23539,                0.16312,                0.05904,                 2.5489,                  2.482,                 1.6807,             0.00046226,             0.00046226,             0.00046226
                     76,                 2.0377,                 2.0046,                 1.3077,                0.26676,                0.26761,                0.15277,                 0.0564,                 2.4833,                 2.3977,                 1.6744,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.8122,                 1.7602,                 1.2915,                0.23113,                0.26761,                0.13675,                0.05276,                 2.3458,                 2.3437,                 1.6643,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.9033,                 1.7169,                 1.2667,                0.21105,                0.23944,                0.13317,                0.05538,                 2.2985,                 2.3358,                 1.6757,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.7452,                 1.8242,                 1.1839,                 0.2099,                0.26761,                0.13556,                0.05474,                 2.2962,                 2.3432,                 1.7068,             0.00039625,             0.00039625,             0.00039625
                     80,                 2.0024,                  1.952,                 1.3289,                0.30289,                0.21127,                0.14518,                 0.0547,                 2.3258,                 2.3666,                 1.6951,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.8681,                  1.758,                 1.2562,                0.28112,                 0.1831,                0.13342,                 0.0458,                 2.4254,                 2.4214,                 1.6838,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.6634,                 1.7134,                 1.1817,                0.26111,                0.19718,                0.12865,                0.04307,                 2.4951,                  2.418,                 1.6772,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.8845,                 1.9277,                 1.2474,                0.27915,                0.21127,                0.13921,                0.04541,                 2.4676,                 2.4186,                 1.6619,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.8735,                 1.7556,                 1.1902,                0.20513,                0.22535,                0.11311,                0.04673,                 2.3938,                 2.3527,                 1.7387,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.7664,                 1.6428,                 1.2318,                0.16722,                0.28169,                0.12639,                0.05763,                 2.3321,                 2.3314,                 1.7376,             0.00029723,             0.00029723,             0.00029723
                     86,                 2.0026,                 1.7614,                 1.2358,                0.19183,                0.25352,                0.13745,                0.06299,                 2.3218,                 2.3207,                 1.7128,             0.00028072,             0.00028072,             0.00028072
                     87,                  1.898,                 1.7508,                 1.2473,                0.23279,                0.28169,                0.15945,                0.06711,                 2.3554,                 2.2673,                 1.6617,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.8239,                  1.643,                 1.2191,                0.26976,                0.21127,                0.17007,                0.06523,                 2.4283,                 2.2713,                 1.6285,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.7745,                 1.6054,                 1.1864,                0.29319,                0.19718,                0.15136,                0.06133,                 2.3964,                 2.3176,                 1.5814,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.9149,                 1.6697,                 1.1763,                0.30946,                0.21127,                0.15623,                0.06299,                 2.3752,                 2.3433,                 1.5596,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.6482,                 1.7588,                 1.1624,                0.32437,                0.21127,                0.13591,                 0.0575,                 2.3483,                  2.358,                 1.5437,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.7123,                 1.8023,                 1.2498,                 0.3022,                0.19718,                0.12406,                 0.0555,                 2.3653,                 2.3717,                 1.5653,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.9415,                 1.8908,                 1.3567,                0.28973,                 0.1831,                0.12484,                0.05507,                 2.3637,                 2.3837,                 1.5489,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.6084,                 1.5936,                 1.1628,                0.26163,                0.19718,                0.13161,                0.05755,                 2.3454,                 2.3858,                 1.5352,              0.0001487,              0.0001487,              0.0001487
