                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 2.3297,                 2.9009,                 1.3913,                0.01327,                 0.3662,                0.01227,                0.00485,                  2.355,                 3.6166,                 1.5585,             0.00087642,             0.00087642,             0.00087642
                     13,                 2.5161,                 2.8644,                 1.3024,                0.01292,                0.35211,                0.01192,                0.00472,                 2.4157,                 3.5639,                 1.5667,             0.00094013,             0.00094013,             0.00094013
                     14,                 2.2825,                 2.5873,                 1.4167,                 0.0156,                0.42254,                0.02435,                 0.0103,                  2.553,                 3.4588,                 1.5324,              0.0010022,              0.0010022,              0.0010022
                     15,                 2.4071,                 2.9869,                 1.4986,                0.01475,                0.43662,                0.05217,                0.01563,                  2.289,                 3.2687,                 1.4579,              0.0010626,              0.0010626,              0.0010626
                     16,                 2.1335,                 2.5701,                 1.3553,                0.07799,                0.05634,                0.03903,                0.01343,                  2.348,                 3.3775,                  1.466,              0.0011214,              0.0011214,              0.0011214
                     17,                 2.3899,                 2.7002,                  1.403,                0.01539,                0.43662,                0.04649,                0.01614,                 2.3478,                 3.2183,                 1.5055,              0.0011785,              0.0011785,              0.0011785
                     18,                 2.2117,                 2.4659,                 1.2894,                0.11137,                0.09859,                0.05862,                0.02103,                 2.2811,                   3.05,                  1.473,              0.0012339,              0.0012339,              0.0012339
                     19,                 2.3578,                  2.746,                 1.4612,                0.16814,                0.16901,                0.07277,                0.02712,                 2.2522,                 2.8869,                 1.4991,              0.0012877,              0.0012877,              0.0012877
                     20,                 2.2277,                 2.4318,                 1.3616,                0.25059,                0.12676,                0.10238,                0.03257,                 2.3289,                 2.7867,                 1.4749,              0.0013399,              0.0013399,              0.0013399
                     21,                 2.1911,                 2.6095,                 1.3699,                0.29389,                0.12676,                0.10481,                 0.0396,                 2.2681,                  2.701,                 1.5029,              0.0013369,              0.0013369,              0.0013369
                     22,                 2.1496,                 2.3002,                 1.2981,                0.21339,                0.11268,                0.11704,                0.04982,                 2.2736,                 2.7084,                 1.5137,              0.0013369,              0.0013369,              0.0013369
                     23,                 2.1961,                 2.4494,                   1.29,                0.22733,                0.09859,                 0.1242,                0.04605,                 2.3966,                 2.6759,                  1.518,              0.0013204,              0.0013204,              0.0013204
                     24,                 2.3721,                 2.5144,                 1.3891,                0.19877,                0.15493,                0.08788,                0.03737,                 2.5027,                 2.6604,                 1.6535,              0.0013039,              0.0013039,              0.0013039
                     25,                 2.3221,                 2.5736,                 1.3469,                0.12175,                0.15493,                0.06762,                0.02292,                 2.4614,                 2.7118,                  1.696,              0.0012874,              0.0012874,              0.0012874
                     26,                 2.2626,                 2.5857,                 1.4028,                0.14426,                0.11268,                0.07623,                0.03354,                 2.4503,                 2.6901,                 1.6893,              0.0012709,              0.0012709,              0.0012709
                     27,                  2.327,                 2.5789,                 1.3492,                 0.1467,                0.09859,                0.08239,                0.03386,                 2.3636,                 2.6873,                 1.5722,              0.0012544,              0.0012544,              0.0012544
                     28,                 2.1793,                 2.5393,                 1.3009,                0.14152,                0.12676,                0.08182,                0.03202,                 2.4467,                 2.7746,                 1.4788,              0.0012379,              0.0012379,              0.0012379
                     29,                  2.026,                 2.2547,                 1.3115,                0.13095,                0.11268,                0.08793,                0.03657,                 2.3227,                 2.7656,                 1.4682,              0.0012214,              0.0012214,              0.0012214
                     30,                 2.0126,                 2.1505,                 1.2871,                 0.1451,                0.16901,                0.10286,                0.03415,                 2.2843,                 2.8168,                 1.4638,              0.0012049,              0.0012049,              0.0012049
                     31,                 2.1544,                 2.2928,                 1.2523,                0.13832,                0.15151,                0.08367,                0.03487,                 2.4489,                 2.8708,                 1.5389,              0.0011884,              0.0011884,              0.0011884
                     32,                 2.2446,                 2.4393,                 1.3808,                0.14149,                0.12676,                0.08066,                0.03139,                 2.4929,                 2.8705,                 1.6044,              0.0011719,              0.0011719,              0.0011719
                     33,                  2.155,                 2.3131,                 1.2593,                 0.1069,                0.15493,                0.08907,                0.03705,                 2.4058,                 2.8011,                 1.5709,              0.0011554,              0.0011554,              0.0011554
                     34,                 2.0832,                 2.2471,                 1.2862,                0.60087,                0.05634,                0.07451,                0.03667,                 2.3932,                 2.9994,                 1.5557,              0.0011389,              0.0011389,              0.0011389
                     35,                 2.1524,                 2.3849,                 1.3738,                0.17568,                0.08451,                0.08039,                 0.0379,                 2.4156,                 3.0164,                 1.5375,              0.0011224,              0.0011224,              0.0011224
                     36,                 2.0951,                 2.2821,                 1.2457,                0.29917,                0.12676,                0.11973,                0.05699,                 2.5131,                 2.6839,                 1.5496,              0.0011059,              0.0011059,              0.0011059
                     37,                 2.2623,                 2.3083,                 1.2381,                0.33638,                0.12676,                0.11968,                0.05341,                 2.5028,                 2.7731,                 1.5283,              0.0010894,              0.0010894,              0.0010894
                     38,                 2.1304,                 2.2116,                 1.2524,                0.27774,                0.11268,                0.08258,                0.02957,                 2.5158,                  2.898,                 1.5719,              0.0010729,              0.0010729,              0.0010729
                     39,                 2.1348,                 2.2243,                 1.2517,                0.19992,                0.12676,                0.06742,                0.02568,                 2.5356,                 2.7662,                 1.6302,              0.0010564,              0.0010564,              0.0010564
                     40,                 2.2288,                 2.6987,                 1.2537,                0.18166,                0.22535,                0.08676,                0.03299,                 2.3833,                 2.4073,                 1.6647,              0.0010399,              0.0010399,              0.0010399
                     41,                  2.088,                 2.5112,                   1.38,                0.15254,                0.19718,                0.07944,                0.03274,                  2.387,                 2.3706,                 1.7005,              0.0010234,              0.0010234,              0.0010234
                     42,                 2.3082,                 2.3603,                 1.2856,                0.12706,                0.14085,                0.07917,                 0.0307,                 2.4308,                 2.3934,                 1.6751,              0.0010069,              0.0010069,              0.0010069
                     43,                 2.0431,                 2.1439,                 1.2745,                0.15422,                0.16901,                0.09518,                0.03651,                 2.3014,                 2.3817,                 1.5683,             0.00099036,             0.00099036,             0.00099036
                     44,                 2.1732,                 2.1836,                 1.2699,                0.12855,                0.15493,                0.08573,                0.03572,                  2.259,                 2.3801,                  1.612,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.9176,                 2.0373,                 1.2483,                 0.1318,                0.14085,                0.09042,                0.04391,                  2.277,                 2.3988,                 1.5756,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.9168,                 2.0879,                 1.2073,                0.13663,                0.16901,                0.09032,                0.04384,                 2.1898,                 2.4862,                 1.5053,             0.00094085,             0.00094085,             0.00094085
                     47,                 2.5056,                 5.0254,                 1.3478,                0.16288,                 0.1831,                0.08593,                0.04315,                 2.1785,                 2.4339,                 1.5118,             0.00092435,             0.00092435,             0.00092435
                     48,                 2.0271,                 2.0217,                 1.2162,                 0.1501,                0.16901,                0.08711,                0.04396,                 2.2039,                 2.4576,                 1.5241,             0.00090785,             0.00090785,             0.00090785
                     49,                 2.0551,                 2.1517,                 1.1814,                0.19452,                 0.1831,                0.09493,                0.04647,                 2.2011,                 2.4766,                  1.516,             0.00089134,             0.00089134,             0.00089134
                     50,                  2.034,                 2.0358,                  1.168,                0.18639,                 0.1831,                0.07675,                 0.0354,                  2.236,                 2.5105,                  1.518,             0.00087484,             0.00087484,             0.00087484
                     51,                 2.1364,                 2.1579,                 1.2196,                0.15444,                0.16901,                0.06163,                 0.0255,                 2.2627,                 2.5602,                 1.5483,             0.00085834,             0.00085834,             0.00085834
                     52,                  1.988,                 2.2158,                 1.2756,                 0.1703,                0.12676,                0.07255,                  0.025,                 2.3742,                  2.594,                 1.5472,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.9173,                 1.9469,                  1.213,                0.17129,                0.16901,                0.08926,                0.02891,                 2.3277,                 2.5093,                 1.5589,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.9804,                 2.0193,                 1.2536,                0.17235,                0.21127,                0.09114,                0.03318,                 2.3005,                 2.4537,                  1.555,             0.00080883,             0.00080883,             0.00080883
                     55,                  2.279,                 2.3451,                 1.2451,                0.18318,                0.25352,                0.10769,                0.03659,                 2.3137,                 2.4206,                 1.5529,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.9639,                  1.998,                 1.1714,                0.17413,                0.28169,                0.09416,                0.03702,                 2.2683,                 2.4724,                 1.5343,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.8725,                  1.876,                 1.1413,                0.15345,                0.25352,                0.08306,                  0.038,                 2.2781,                 2.4366,                 1.5562,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.8896,                  1.973,                 1.2211,                0.27529,                0.11268,                0.08129,                0.03679,                 2.2649,                 2.4587,                 1.5735,             0.00074282,             0.00074282,             0.00074282
                     59,                 2.0273,                 2.2196,                 1.2058,                0.25618,                0.14085,                0.08406,                0.03822,                 2.2494,                 2.3285,                 1.5352,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.9889,                 2.0459,                  1.215,                0.20721,                0.23944,                0.10974,                0.04398,                  2.211,                 2.3134,                 1.5214,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.7847,                 2.0189,                 1.1822,                0.21069,                0.25352,                 0.1129,                0.04631,                 2.1956,                 2.3236,                 1.5179,             0.00069331,             0.00069331,             0.00069331
                     62,                  1.944,                 1.9713,                  1.214,                0.19714,                0.25352,                0.11267,                0.04701,                  2.239,                 2.3624,                 1.5345,              0.0006768,              0.0006768,              0.0006768
                     63,                 2.2334,                  4.082,                   1.19,                 0.1904,                0.21127,                0.09997,                0.04554,                 2.2486,                 2.4181,                 1.5291,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.7576,                 2.1877,                 1.1521,                0.17685,                0.19718,                0.10392,                0.05132,                  2.274,                 2.5042,                 1.5223,              0.0006438,              0.0006438,              0.0006438
                     65,                 2.2232,                 2.1714,                 1.2737,                 0.1943,                0.21127,                0.11669,                0.05716,                  2.258,                 2.4421,                 1.5055,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.7632,                 1.8557,                 1.1705,                 0.1497,                0.21127,                0.09616,                0.04735,                 2.2705,                 2.4799,                  1.457,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.9411,                 1.8886,                 1.1386,                0.17089,                0.22065,                0.08721,                0.03891,                  2.315,                 2.5842,                  1.448,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.9952,                 1.8608,                 1.2302,                0.19027,                0.22535,                0.08759,                0.03396,                 2.3199,                 2.6508,                 1.4228,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.9096,                 1.8097,                 1.1982,                0.19761,                0.19718,                0.10007,                0.04341,                  2.294,                 2.5853,                 1.4179,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.8074,                 1.8561,                 1.1283,                0.20721,                 0.1831,                0.11143,                 0.0463,                 2.2779,                  2.548,                  1.403,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.8835,                 1.8346,                 1.1385,                  0.185,                0.19823,                 0.1146,                0.05573,                 2.2504,                 2.4545,                 1.3934,             0.00052827,             0.00052827,             0.00052827
                     72,                  2.041,                 1.8826,                 1.1561,                0.20358,                0.19718,                0.12051,                0.04902,                 2.3345,                 2.4995,                 1.4047,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.9549,                 1.8679,                 1.1598,                 0.2099,                0.21127,                 0.1289,                0.05275,                 2.3847,                 2.5285,                 1.4123,             0.00049527,             0.00049527,             0.00049527
                     74,                 2.0502,                 2.0217,                  1.286,                 0.2382,                 0.1831,                 0.1275,                0.05012,                 2.4447,                 2.5617,                 1.4258,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.9665,                 1.7395,                 1.1752,                0.26321,                0.19718,                 0.1357,                0.05769,                  2.353,                 2.4488,                 1.4025,             0.00046226,             0.00046226,             0.00046226
                     76,                 2.1023,                 2.1441,                 1.2935,                0.30763,                0.25352,                0.14447,                0.06061,                 2.3315,                 2.3856,                 1.4186,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.8114,                 1.7287,                 1.1754,                0.24989,                0.26761,                0.14363,                0.05424,                 2.3587,                  2.374,                 1.4587,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.8345,                 1.7608,                 1.1403,                0.23531,                0.25352,                0.12999,                 0.0565,                 2.3477,                 2.3695,                 1.4833,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.8082,                 1.7704,                 1.1218,                0.25437,                0.23944,                0.13231,                0.05558,                 2.3532,                 2.4533,                 1.4901,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.9325,                 1.9384,                  1.177,                0.18587,                0.15493,                0.09475,                 0.0332,                  2.401,                 2.6153,                  1.488,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.8937,                 1.7669,                 1.1862,                0.20148,                0.15493,                0.09302,                0.02996,                 2.4209,                 2.6425,                 1.4825,             0.00036324,             0.00036324,             0.00036324
                     82,                  1.656,                 1.7518,                 1.1344,                 0.1796,                0.14497,                0.08596,                0.02885,                 2.4049,                   2.63,                 1.4727,             0.00034674,             0.00034674,             0.00034674
                     83,                 2.0022,                 2.0039,                 1.1776,                0.21879,                0.16901,                0.10121,                0.03538,                 2.3908,                 2.5517,                 1.4681,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.9094,                 1.8921,                  1.121,                0.19556,                 0.1831,                0.13035,                0.05863,                 2.2374,                 2.3187,                 1.4506,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.7372,                  1.653,                 1.1501,                0.18859,                0.19718,                0.13249,                0.06405,                  2.194,                 2.2885,                 1.4403,             0.00029723,             0.00029723,             0.00029723
                     86,                  1.989,                 1.7836,                 1.1726,                0.23176,                0.16901,                0.13219,                0.06514,                 2.2235,                 2.2639,                 1.4589,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.8993,                 1.7667,                 1.1732,                0.30273,                0.16901,                0.13276,                 0.0648,                 2.2074,                 2.2717,                 1.4428,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.7831,                 1.7061,                 1.1764,                0.48905,                0.14085,                0.14792,                0.06637,                 2.1436,                   2.29,                 1.3995,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.7657,                 1.6617,                 1.1063,                0.52743,                0.14085,                0.14629,                0.06212,                 2.1383,                 2.3026,                 1.4001,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.9557,                  1.693,                 1.1245,                0.54326,                0.14085,                0.14212,                0.05884,                  2.158,                 2.3329,                 1.4159,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.8437,                 1.9066,                 1.1761,                0.51123,                0.14085,                0.14666,                0.05921,                 2.1976,                 2.3296,                  1.431,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.9382,                 2.1021,                 1.2756,                0.36346,                0.12676,                0.11234,                0.05387,                  2.275,                 2.3622,                 1.4566,              0.0001817,              0.0001817,              0.0001817
                     93,                 2.1091,                 2.0564,                 1.3852,                0.31141,                0.12676,                0.10583,                0.05211,                 2.2833,                 2.3812,                  1.467,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.6723,                 1.7503,                 1.1215,                0.19909,                0.14085,                0.11364,                0.05133,                 2.2802,                 2.3996,                 1.4574,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.6993,                 1.8288,                 1.1643,                0.20519,                0.14085,                0.12295,                0.05819,                 2.2937,                 2.4035,                 1.4404,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.8388,                 1.7656,                 1.1752,                0.21289,                0.15493,                 0.1172,                 0.0575,                 2.3299,                 2.4003,                 1.4342,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.8052,                 1.7088,                 1.1365,                0.19095,                0.11268,                0.11515,                0.05722,                 2.3363,                 2.4042,                 1.4284,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.9063,                 1.7927,                 1.1355,                0.20781,                0.14085,                0.12418,                0.05822,                 2.3113,                 2.4002,                 1.4082,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.3522,                 3.5568,                0.92476,                0.22451,                0.14085,                0.12482,                0.05779,                 2.3059,                 2.3877,                 1.4063,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.8179,                 1.7767,                 1.2384,                0.23857,                0.19718,                0.13302,                0.05715,                 2.3095,                 2.3534,                 1.4207,             4.9677e-05,             4.9677e-05,             4.9677e-05
