                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                      0,                 102.35,                      0,                      0,                      0,                      0,                      0,                      0,                 320.85,                      0,                0.00064,                0.00064,                0.00064
                      2,                      0,                 72.153,                      0,                      0,                      0,                      0,                      0,                      0,                 1914.2,                      0,              0.0012743,              0.0012743,              0.0012743
                      3,                      0,                 58.818,                      0,                      0,                      0,                      0,                      0,                      0,                 93.083,                      0,              0.0018824,              0.0018824,              0.0018824
                      4,                      0,                 47.578,                      0,                      0,                      0,                      0,                      0,                      0,                 82.505,                      0,              0.0018812,              0.0018812,              0.0018812
                      5,                      0,                 35.562,                      0,                      0,                      0,                      0,                      0,                      0,                 67.271,                      0,              0.0018812,              0.0018812,              0.0018812
                      6,                      0,                 26.179,                      0,                      0,                      0,                      0,                      0,                      0,                 54.646,                      0,              0.0018416,              0.0018416,              0.0018416
                      7,                      0,                 18.735,                      0,                      0,                      0,                      0,                      0,                      0,                 18.762,                      0,               0.001802,               0.001802,               0.001802
                      8,                      0,                 13.107,                      0,                      0,                      0,                      0,                      0,                      0,                 219.02,                      0,              0.0017624,              0.0017624,              0.0017624
                      9,                      0,                 9.0032,                      0,                      0,                      0,                      0,                      0,                      0,                 4.8857,                      0,              0.0017228,              0.0017228,              0.0017228
                     10,                      0,                 5.9875,                      0,                      0,                      0,                      0,                      0,                      0,                 2.6724,                      0,              0.0016832,              0.0016832,              0.0016832
                     11,                      0,                 3.8986,                      0,                      0,                      0,                      0,                      0,                      0,                0.03286,                      0,              0.0016436,              0.0016436,              0.0016436
                     12,                      0,                 2.4955,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001604,               0.001604,               0.001604
                     13,                      0,                 1.5889,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015644,              0.0015644,              0.0015644
                     14,                      0,                  1.026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015248,              0.0015248,              0.0015248
                     15,                      0,                0.64115,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014852,              0.0014852,              0.0014852
                     16,                      0,                0.41311,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014456,              0.0014456,              0.0014456
                     17,                      0,                 0.2609,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001406,               0.001406,               0.001406
                     18,                      0,                0.16231,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013664,              0.0013664,              0.0013664
                     19,                      0,                0.10229,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013268,              0.0013268,              0.0013268
                     20,                      0,                0.06498,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012872,              0.0012872,              0.0012872
                     21,                      0,                0.04113,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012476,              0.0012476,              0.0012476
                     22,                      0,                0.02763,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001208,               0.001208,               0.001208
                     23,                      0,                0.02154,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011684,              0.0011684,              0.0011684
                     24,                      0,                0.01798,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011288,              0.0011288,              0.0011288
                     25,                      0,                0.01589,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010892,              0.0010892,              0.0010892
                     26,                      0,                 0.0141,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010496,              0.0010496,              0.0010496
                     27,                      0,                0.01269,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00101,                0.00101,                0.00101
                     28,                      0,                0.01111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009704,              0.0009704,              0.0009704
                     29,                      0,                0.00812,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009308,              0.0009308,              0.0009308
                     30,                      0,                0.00647,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008912,              0.0008912,              0.0008912
                     31,                      0,                0.00547,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008516,              0.0008516,              0.0008516
                     32,                      0,                0.00458,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000812,               0.000812,               0.000812
                     33,                      0,                0.00429,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007724,              0.0007724,              0.0007724
                     34,                      0,                  0.004,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007328,              0.0007328,              0.0007328
                     35,                      0,                0.00389,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006932,              0.0006932,              0.0006932
                     36,                      0,                0.00378,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0006536,              0.0006536,              0.0006536
                     37,                      0,                0.00369,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000614,               0.000614,               0.000614
                     38,                      0,                0.00359,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0005744,              0.0005744,              0.0005744
                     39,                      0,                0.00354,                      0,                      0,                      0,                      0,                      0,                      0,                0.00033,                      0,              0.0005348,              0.0005348,              0.0005348
                     40,                      0,                0.00347,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004952,              0.0004952,              0.0004952
                     41,                      0,                 0.0047,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004556,              0.0004556,              0.0004556
                     42,                      0,                 0.0034,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000416,               0.000416,               0.000416
                     43,                      0,                0.00339,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003764,              0.0003764,              0.0003764
                     44,                      0,                0.00332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003368,              0.0003368,              0.0003368
                     45,                      0,                0.00327,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002972,              0.0002972,              0.0002972
                     46,                      0,                0.00324,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002576,              0.0002576,              0.0002576
                     47,                      0,                0.00321,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000218,               0.000218,               0.000218
                     48,                      0,                0.00319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001784,              0.0001784,              0.0001784
                     49,                      0,                0.00319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001388,              0.0001388,              0.0001388
                     50,                      0,                0.00317,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               9.92e-05,               9.92e-05,               9.92e-05
