                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.2324,                 3.1644,                 1.3383,                0.80813,                0.00755,                0.00713,                0.00373,                  2.197,                  3.724,                 1.3583,             0.00042925,             0.00042925,             0.00042925
                     15,                 2.4427,                 3.5973,                 1.4712,                0.81268,                0.02264,                 0.0053,                0.00224,                 2.1166,                 3.5905,                 1.3567,             0.00045513,             0.00045513,             0.00045513
                     16,                 2.1579,                 3.1344,                 1.3602,                0.81076,                0.02264,                0.00676,                0.00312,                 2.1962,                 3.5928,                 1.3867,              0.0004803,              0.0004803,              0.0004803
                     17,                 2.4152,                 3.1877,                 1.3459,                0.82101,                0.02264,                0.00857,                0.00287,                 2.3033,                 3.7004,                 1.4013,             0.00050476,             0.00050476,             0.00050476
                     18,                 2.1799,                 3.0518,                 1.2592,                0.81863,                0.02264,                0.00934,                0.00382,                 2.2814,                 3.7337,                 1.3713,             0.00052851,             0.00052851,             0.00052851
                     19,                 2.4149,                 3.3869,                   1.41,                0.81777,                0.02264,                0.00718,                0.00306,                 2.3397,                 3.7229,                 1.3781,             0.00055156,             0.00055156,             0.00055156
                     20,                 2.1718,                 3.0568,                 1.2666,                0.82765,                0.02642,                0.01401,                0.00489,                 2.3572,                 3.4668,                 1.4242,              0.0005739,              0.0005739,              0.0005739
                     21,                 2.2299,                 3.0596,                 1.3597,                0.82238,                0.02642,                0.01126,                0.00418,                 2.3124,                 3.3819,                 1.4267,             0.00057263,             0.00057263,             0.00057263
                     22,                  2.104,                 2.8299,                 1.2622,                0.82496,                0.03774,                0.01154,                0.00426,                 2.2938,                 3.3565,                  1.423,             0.00057263,             0.00057263,             0.00057263
                     23,                 2.1654,                 3.0019,                 1.2567,                 0.8241,                0.02642,                0.01162,                0.00385,                  2.363,                  3.402,                  1.478,             0.00056556,             0.00056556,             0.00056556
                     24,                 2.4262,                 3.1024,                 1.3511,                 0.8123,                0.01509,                0.01109,                0.00324,                 2.4877,                 3.4761,                 1.5216,             0.00055849,             0.00055849,             0.00055849
                     25,                 2.2017,                 3.2069,                 1.2392,                0.83021,                0.03019,                0.01334,                0.00477,                 2.3731,                 3.4219,                  1.439,             0.00055142,             0.00055142,             0.00055142
                     26,                 2.0402,                 2.9387,                 1.2834,                 0.8436,                0.03396,                0.01698,                0.00721,                 2.2957,                 3.3487,                 1.3806,             0.00054435,             0.00054435,             0.00054435
                     27,                 2.3782,                  3.089,                 1.3801,                0.83868,                0.02642,                0.01503,                0.00695,                 2.2397,                 3.2597,                 1.3588,             0.00053728,             0.00053728,             0.00053728
                     28,                 2.1066,                 3.1814,                 1.2417,                0.82649,                0.03396,                0.02064,                 0.0095,                 2.1757,                 3.2319,                 1.3552,             0.00053022,             0.00053022,             0.00053022
                     29,                 2.0097,                  2.833,                 1.2483,                0.82982,                0.03019,                0.02867,                 0.0127,                 2.1766,                 3.2308,                 1.3569,             0.00052315,             0.00052315,             0.00052315
                     30,                 2.0071,                 2.7568,                 1.2326,                0.82411,                0.03019,                0.05204,                0.02078,                 2.1925,                 3.2788,                 1.3522,             0.00051608,             0.00051608,             0.00051608
                     31,                 2.0949,                 2.6827,                 1.2118,                 0.8243,                0.02642,                0.06906,                0.03227,                 2.2709,                 3.3751,                 1.3942,             0.00050901,             0.00050901,             0.00050901
                     32,                   2.24,                 2.9248,                 1.3196,                0.82654,                0.02264,                0.10959,                0.07348,                 2.4646,                 3.5335,                 1.4972,             0.00050194,             0.00050194,             0.00050194
                     33,                 2.0851,                 2.7161,                 1.2027,                0.81696,                0.01509,                0.11182,                0.08409,                 2.4033,                 3.4905,                 1.4481,             0.00049487,             0.00049487,             0.00049487
                     34,                 2.0677,                 2.7355,                 1.2396,                0.82274,                0.02264,                0.03978,                 0.0256,                 2.3292,                   3.44,                 1.4119,              0.0004878,              0.0004878,              0.0004878
                     35,                 2.1001,                 2.9857,                 1.3212,                 0.4092,                 0.0566,                0.02783,                0.01809,                 2.2397,                 3.3749,                 1.3702,             0.00048074,             0.00048074,             0.00048074
                     36,                 2.0995,                 2.8047,                  1.223,                0.82922,                0.02264,                0.01839,                0.00888,                 2.2603,                 3.3832,                 1.3776,             0.00047367,             0.00047367,             0.00047367
                     37,                 2.1136,                 2.6717,                 1.1972,                0.82516,                0.01887,                0.01761,                0.00835,                 2.2755,                 3.4049,                 1.3988,              0.0004666,              0.0004666,              0.0004666
                     38,                 2.0386,                 2.9162,                 1.2238,                0.82941,                0.02642,                0.01813,                 0.0085,                  2.247,                 3.3903,                 1.3759,             0.00045953,             0.00045953,             0.00045953
                     39,                 2.0954,                 2.6208,                 1.2199,                0.62822,                0.03019,                0.02262,                0.01069,                 2.2559,                 3.3684,                 1.3605,             0.00045246,             0.00045246,             0.00045246
                     40,                 2.0577,                 3.4985,                 1.1745,                 0.6297,                0.04151,                0.01958,                0.00813,                    2.3,                  3.344,                  1.426,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.9491,                 2.5765,                 1.2499,                0.82875,                0.03774,                0.02066,                 0.0084,                 2.2702,                  3.404,                 1.4472,             0.00043832,             0.00043832,             0.00043832
                     42,                 2.2839,                 2.7265,                 1.2752,                0.82246,                0.03019,                0.02001,                0.00863,                 2.2793,                 3.3437,                 1.4569,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.9252,                 2.5781,                 1.2212,                0.82477,                0.03019,                0.02263,                0.00777,                 2.2915,                 3.3363,                 1.4711,             0.00042419,             0.00042419,             0.00042419
                     44,                  2.029,                 2.6568,                 1.1873,                0.62582,                0.04151,                0.01747,                0.00592,                   2.25,                  3.422,                 1.4782,             0.00041712,             0.00041712,             0.00041712
                     45,                  1.846,                 2.5086,                 1.1889,                0.62717,                0.04528,                0.01496,                0.00464,                 2.2493,                 3.4237,                 1.4839,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.9234,                 2.4739,                 1.1852,                0.62989,                0.04906,                0.01462,                0.00489,                 2.2455,                 3.3163,                   1.46,             0.00040298,             0.00040298,             0.00040298
                     47,                 2.1077,                 4.7115,                 1.2415,                0.62567,                0.03774,                0.01299,                0.00438,                 2.2446,                 3.2535,                 1.4479,             0.00039591,             0.00039591,             0.00039591
                     48,                 2.0338,                 2.5001,                  1.185,                0.83229,                0.03779,                0.02058,                0.00717,                 2.2168,                 3.2546,                 1.4262,             0.00038884,             0.00038884,             0.00038884
                     49,                 2.0325,                 2.6172,                  1.174,                0.82916,                0.03774,                0.02029,                0.00761,                 2.2378,                 3.2807,                 1.4358,             0.00038178,             0.00038178,             0.00038178
                     50,                 2.0328,                 2.5454,                  1.166,                0.82957,                0.03774,                 0.0207,                0.00691,                 2.2315,                 3.3237,                 1.4059,             0.00037471,             0.00037471,             0.00037471
                     51,                 2.1826,                 2.5782,                 1.1766,                0.82986,                0.03396,                 0.0156,                0.00734,                 2.2889,                 3.3364,                 1.4483,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.8898,                 2.5819,                  1.195,                0.82971,                0.02832,                0.01493,                0.00568,                 2.3682,                 3.4101,                  1.503,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.8458,                 2.4088,                 1.1445,                0.82911,                0.02642,                0.01261,                 0.0049,                 2.4097,                 3.3677,                 1.5215,              0.0003535,              0.0003535,              0.0003535
                     54,                 2.0403,                 2.4281,                 1.2505,                0.83364,                0.03396,                0.01386,                0.00575,                 2.3752,                  3.299,                 1.4801,             0.00034643,             0.00034643,             0.00034643
                     55,                  2.332,                 2.7327,                 1.2576,                0.82737,                0.03019,                0.02057,                0.00679,                 2.3498,                  3.313,                 1.4466,             0.00033936,             0.00033936,             0.00033936
                     56,                 1.8781,                 2.4548,                 1.1284,                0.84877,                0.03396,                0.02434,                0.01084,                 2.3577,                 3.2778,                 1.3857,              0.0003323,              0.0003323,              0.0003323
                     57,                  1.902,                  2.408,                 1.1263,                0.84857,                0.03774,                  0.025,                0.01166,                 2.3818,                 3.2626,                 1.3715,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.8005,                 2.3126,                 1.1669,                0.84223,                0.03774,                0.02382,                0.01221,                 2.3583,                  3.238,                 1.3762,             0.00031816,             0.00031816,             0.00031816
                     59,                  1.891,                 3.4943,                 1.1473,                0.63705,                0.03396,                0.02043,                0.01057,                  2.378,                  3.229,                 1.3735,             0.00031109,             0.00031109,             0.00031109
                     60,                 2.0098,                 2.5811,                 1.1804,                0.63872,                0.04528,                0.02178,                0.00979,                 2.3184,                 3.2033,                 1.3787,             0.00030402,             0.00030402,             0.00030402
                     61,                 1.6747,                 2.4813,                 1.1151,                0.42821,                0.02642,                 0.0228,                0.01015,                 2.4019,                 3.1823,                 1.4361,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.9723,                 2.6014,                 1.1739,                0.43108,                0.03019,                0.02401,                0.01061,                 2.4183,                 3.1971,                 1.4584,             0.00028988,             0.00028988,             0.00028988
                     63,                 2.2724,                 4.5746,                 1.1628,                0.42361,                0.03396,                0.02412,                0.01263,                 2.3852,                 3.2632,                 1.4422,             0.00028282,             0.00028282,             0.00028282
                     64,                 1.7104,                 2.6193,                  1.109,                0.42868,                0.03396,                0.02087,                0.01023,                 2.4379,                 3.2173,                 1.4395,             0.00027575,             0.00027575,             0.00027575
                     65,                 2.0997,                 2.5914,                 1.2178,                0.64207,                0.02917,                0.02256,                 0.0098,                 2.4809,                 3.1399,                 1.4376,             0.00026868,             0.00026868,             0.00026868
                     66,                 1.8537,                 2.3836,                 1.1772,                0.64032,                0.02642,                0.02465,                0.00995,                 2.5701,                 3.1261,                 1.4455,             0.00026161,             0.00026161,             0.00026161
                     67,                 1.9538,                  2.346,                 1.1286,                0.84873,                0.03396,                0.02702,                0.01027,                 2.5957,                 3.1654,                 1.4387,             0.00025454,             0.00025454,             0.00025454
                     68,                 1.9055,                 2.4077,                 1.1431,                0.87765,                0.02264,                0.02211,                 0.0074,                 2.5908,                 3.1338,                 1.4564,             0.00024747,             0.00024747,             0.00024747
                     69,                 1.8384,                 2.2176,                 1.1377,                0.90365,                0.01887,                0.02165,                0.00776,                 2.4874,                 3.1921,                 1.4101,              0.0002404,              0.0002404,              0.0002404
                     70,                 1.7542,                 2.2744,                 1.0871,                0.89057,                0.01509,                0.01559,                0.00681,                  2.388,                 3.2113,                 1.3849,             0.00023334,             0.00023334,             0.00023334
                     71,                 1.8362,                 2.2426,                 1.1085,                 0.8665,                0.01887,                0.02319,                0.00912,                 2.2811,                 3.1475,                 1.3549,             0.00022627,             0.00022627,             0.00022627
                     72,                 2.0501,                 2.3801,                 1.1344,                0.65792,                0.03694,                0.03172,                0.01328,                 2.2947,                 3.0959,                 1.3275,              0.0002192,              0.0002192,              0.0002192
                     73,                 1.8859,                 2.2753,                 1.1499,                0.66041,                0.03019,                 0.0311,                0.01257,                 2.3053,                 3.1106,                 1.3517,             0.00021213,             0.00021213,             0.00021213
                     74,                 2.0503,                 2.4419,                 1.2185,                0.64704,                0.02642,                0.02702,                0.01121,                 2.3104,                 3.1208,                  1.368,             0.00020506,             0.00020506,             0.00020506
                     75,                 2.0008,                 2.3185,                 1.1475,                0.64115,                0.02642,                 0.0265,                0.01228,                 2.3245,                 3.1429,                 1.3767,             0.00019799,             0.00019799,             0.00019799
                     76,                 1.9565,                 2.5091,                 1.1933,                0.83313,                0.03019,                0.02245,                0.01018,                 2.3634,                 3.1277,                 1.3756,             0.00019092,             0.00019092,             0.00019092
                     77,                 1.8544,                 2.3479,                 1.1449,                0.63217,                0.03038,                 0.0243,                0.01072,                 2.3617,                 3.0993,                 1.3764,             0.00018385,             0.00018385,             0.00018385
                     78,                 1.9443,                 2.4072,                  1.166,                0.43774,                0.03396,                0.02775,                 0.0126,                  2.368,                 3.0976,                 1.3946,             0.00017679,             0.00017679,             0.00017679
                     79,                 1.8603,                  2.322,                  1.108,                0.44292,                0.03774,                0.03126,                0.01326,                 2.3631,                 3.0955,                 1.4008,             0.00016972,             0.00016972,             0.00016972
                     80,                 1.9276,                 2.4477,                 1.1933,                0.43774,                0.03019,                0.03261,                0.01612,                 2.3855,                 3.1195,                 1.3895,             0.00016265,             0.00016265,             0.00016265
                     81,                 1.8562,                 2.2653,                 1.1698,                 0.4492,                0.03326,                0.03066,                0.01517,                  2.396,                 3.1628,                 1.3871,             0.00015558,             0.00015558,             0.00015558
                     82,                 1.6949,                 2.2492,                 1.1026,                0.23454,                0.04151,                 0.0273,                0.01024,                 2.4149,                 3.2003,                 1.3896,             0.00014851,             0.00014851,             0.00014851
                     83,                 1.9816,                 2.4377,                 1.1714,                0.43587,                0.03396,                  0.029,                 0.0135,                 2.4231,                 3.2388,                 1.3954,             0.00014144,             0.00014144,             0.00014144
