                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                      0,                 42.332,                      0,                      0,                      0,                      0,                      0,                      0,                 18.104,                      0,              0.0012935,              0.0012935,              0.0012935
                     32,                      0,                 41.568,                      0,                      0,                      0,                      0,                      0,                      0,                 17.693,                      0,              0.0013169,              0.0013169,              0.0013169
                     33,                      0,                  40.72,                      0,                      0,                      0,                      0,                      0,                      0,                 17.693,                      0,              0.0013391,              0.0013391,              0.0013391
                     34,                      0,                 40.228,                      0,                      0,                      0,                      0,                      0,                      0,                 18.574,                      0,              0.0013466,              0.0013466,              0.0013466
                     35,                      0,                 39.804,                      0,                      0,                      0,                      0,                      0,                      0,                 17.901,                      0,              0.0013466,              0.0013466,              0.0013466
                     36,                      0,                 39.461,                      0,                      0,                      0,                      0,                      0,                      0,                 17.077,                      0,              0.0013268,              0.0013268,              0.0013268
                     37,                      0,                 38.399,                      0,                      0,                      0,                      0,                      0,                      0,                 17.077,                      0,               0.001307,               0.001307,               0.001307
                     38,                      0,                 37.889,                      0,                      0,                      0,                      0,                      0,                      0,                 16.119,                      0,              0.0012872,              0.0012872,              0.0012872
                     39,                      0,                 37.345,                      0,                      0,                      0,                      0,                      0,                      0,                 15.726,                      0,              0.0012674,              0.0012674,              0.0012674
                     40,                      0,                 36.432,                      0,                      0,                      0,                      0,                      0,                      0,                 15.186,                      0,              0.0012476,              0.0012476,              0.0012476
                     41,                      0,                 35.663,                      0,                      0,                      0,                      0,                      0,                      0,                 15.186,                      0,              0.0012278,              0.0012278,              0.0012278
                     42,                      0,                 35.247,                      0,                      0,                      0,                      0,                      0,                      0,                 15.141,                      0,               0.001208,               0.001208,               0.001208
                     43,                      0,                 34.927,                      0,                      0,                      0,                      0,                      0,                      0,                 14.431,                      0,              0.0011882,              0.0011882,              0.0011882
                     44,                      0,                 34.164,                      0,                      0,                      0,                      0,                      0,                      0,                 13.923,                      0,              0.0011684,              0.0011684,              0.0011684
                     45,                      0,                 33.433,                      0,                      0,                      0,                      0,                      0,                      0,                 13.923,                      0,              0.0011486,              0.0011486,              0.0011486
                     46,                      0,                 33.158,                      0,                      0,                      0,                      0,                      0,                      0,                  13.58,                      0,              0.0011288,              0.0011288,              0.0011288
                     47,                      0,                 32.763,                      0,                      0,                      0,                      0,                      0,                      0,                 13.474,                      0,               0.001109,               0.001109,               0.001109
                     48,                      0,                 32.281,                      0,                      0,                      0,                      0,                      0,                      0,                  13.33,                      0,              0.0010892,              0.0010892,              0.0010892
                     49,                      0,                 31.554,                      0,                      0,                      0,                      0,                      0,                      0,                  13.33,                      0,              0.0010694,              0.0010694,              0.0010694
                     50,                      0,                 31.115,                      0,                      0,                      0,                      0,                      0,                      0,                 12.886,                      0,              0.0010496,              0.0010496,              0.0010496
                     51,                      0,                  30.82,                      0,                      0,                      0,                      0,                      0,                      0,                 12.729,                      0,              0.0010298,              0.0010298,              0.0010298
                     52,                      0,                  30.25,                      0,                      0,                      0,                      0,                      0,                      0,                 12.773,                      0,                0.00101,                0.00101,                0.00101
                     53,                      0,                 29.767,                      0,                      0,                      0,                      0,                      0,                      0,                 12.773,                      0,              0.0009902,              0.0009902,              0.0009902
                     54,                      0,                 29.304,                      0,                      0,                      0,                      0,                      0,                      0,                 12.698,                      0,              0.0009704,              0.0009704,              0.0009704
                     55,                      0,                 29.128,                      0,                      0,                      0,                      0,                      0,                      0,                 12.452,                      0,              0.0009506,              0.0009506,              0.0009506
                     56,                      0,                 28.742,                      0,                      0,                      0,                      0,                      0,                      0,                 12.469,                      0,              0.0009308,              0.0009308,              0.0009308
                     57,                      0,                 28.074,                      0,                      0,                      0,                      0,                      0,                      0,                 12.469,                      0,               0.000911,               0.000911,               0.000911
                     58,                      0,                 28.152,                      0,                      0,                      0,                      0,                      0,                      0,                 12.429,                      0,              0.0008912,              0.0008912,              0.0008912
                     59,                      0,                 27.854,                      0,                      0,                      0,                      0,                      0,                      0,                 12.578,                      0,              0.0008714,              0.0008714,              0.0008714
                     60,                      0,                  27.18,                      0,                      0,                      0,                      0,                      0,                      0,                 12.782,                      0,              0.0008516,              0.0008516,              0.0008516
                     61,                      0,                 26.764,                      0,                      0,                      0,                      0,                      0,                      0,                 12.782,                      0,              0.0008318,              0.0008318,              0.0008318
                     62,                      0,                 26.698,                      0,                      0,                      0,                      0,                      0,                      0,                 12.591,                      0,               0.000812,               0.000812,               0.000812
                     63,                      0,                 26.592,                      0,                      0,                      0,                      0,                      0,                      0,                 14.122,                      0,              0.0007922,              0.0007922,              0.0007922
                     64,                      0,                 25.997,                      0,                      0,                      0,                      0,                      0,                      0,                 61.382,                      0,              0.0007724,              0.0007724,              0.0007724
                     65,                      0,                 25.586,                      0,                      0,                      0,                      0,                      0,                      0,                 61.382,                      0,              0.0007526,              0.0007526,              0.0007526
                     66,                      0,                 25.378,                      0,                      0,                      0,                      0,                      0,                      0,                 99.829,                      0,              0.0007328,              0.0007328,              0.0007328
                     67,                      0,                 25.199,                      0,                      0,                      0,                      0,                      0,                      0,                 123.61,                      0,               0.000713,               0.000713,               0.000713
                     68,                      0,                 24.782,                      0,                      0,                      0,                      0,                      0,                      0,                 135.82,                      0,              0.0006932,              0.0006932,              0.0006932
                     69,                      0,                 24.567,                      0,                      0,                      0,                      0,                      0,                      0,                 135.82,                      0,              0.0006734,              0.0006734,              0.0006734
                     70,                      0,                 24.314,                      0,                      0,                      0,                      0,                      0,                      0,                  243.2,                      0,              0.0006536,              0.0006536,              0.0006536
                     71,                      0,                 24.193,                      0,                      0,                      0,                      0,                      0,                      0,                  494.2,                      0,              0.0006338,              0.0006338,              0.0006338
                     72,                      0,                  23.89,                      0,                      0,                      0,                      0,                      0,                      0,                 839.87,                      0,               0.000614,               0.000614,               0.000614
                     73,                      0,                 23.581,                      0,                      0,                      0,                      0,                      0,                      0,                 839.87,                      0,              0.0005942,              0.0005942,              0.0005942
                     74,                      0,                 23.534,                      0,                      0,                      0,                      0,                      0,                      0,                 826.11,                      0,              0.0005744,              0.0005744,              0.0005744
                     75,                      0,                 23.342,                      0,                      0,                      0,                      0,                      0,                      0,                 758.95,                      0,              0.0005546,              0.0005546,              0.0005546
                     76,                      0,                 23.013,                      0,                      0,                      0,                      0,                      0,                      0,                 1057.6,                      0,              0.0005348,              0.0005348,              0.0005348
                     77,                      0,                 22.729,                      0,                      0,                      0,                      0,                      0,                      0,                 1057.6,                      0,               0.000515,               0.000515,               0.000515
                     78,                      0,                 22.675,                      0,                      0,                      0,                      0,                      0,                      0,                 1731.1,                      0,              0.0004952,              0.0004952,              0.0004952
                     79,                      0,                 22.496,                      0,                      0,                      0,                      0,                      0,                      0,                 851.38,                      0,              0.0004754,              0.0004754,              0.0004754
                     80,                      0,                 22.325,                      0,                      0,                      0,                      0,                      0,                      0,                 10.793,                      0,              0.0004556,              0.0004556,              0.0004556
                     81,                      0,                 22.377,                      0,                      0,                      0,                      0,                      0,                      0,                 10.793,                      0,              0.0004358,              0.0004358,              0.0004358
                     82,                      0,                 22.012,                      0,                      0,                      0,                      0,                      0,                      0,                 10.498,                      0,               0.000416,               0.000416,               0.000416
                     83,                      0,                 21.938,                      0,                      0,                      0,                      0,                      0,                      0,                 10.368,                      0,              0.0003962,              0.0003962,              0.0003962
                     84,                      0,                  21.66,                      0,                      0,                      0,                      0,                      0,                      0,                 10.341,                      0,              0.0003764,              0.0003764,              0.0003764
                     85,                      0,                 21.642,                      0,                      0,                      0,                      0,                      0,                      0,                 10.341,                      0,              0.0003566,              0.0003566,              0.0003566
                     86,                      0,                 21.389,                      0,                      0,                      0,                      0,                      0,                      0,                  10.67,                      0,              0.0003368,              0.0003368,              0.0003368
                     87,                      0,                 21.423,                      0,                      0,                      0,                      0,                      0,                      0,                 16.292,                      0,               0.000317,               0.000317,               0.000317
                     88,                      0,                 21.153,                      0,                      0,                      0,                      0,                      0,                      0,                 25.771,                      0,              0.0002972,              0.0002972,              0.0002972
                     89,                      0,                 21.063,                      0,                      0,                      0,                      0,                      0,                      0,                 25.771,                      0,              0.0002774,              0.0002774,              0.0002774
                     90,                      0,                  21.02,                      0,                      0,                      0,                      0,                      0,                      0,                 46.065,                      0,              0.0002576,              0.0002576,              0.0002576
                     91,                      0,                 20.911,                      0,                      0,                      0,                      0,                      0,                      0,                 40.909,                      0,              0.0002378,              0.0002378,              0.0002378
                     92,                      0,                 20.889,                      0,                      0,                      0,                      0,                      0,                      0,                 12.914,                      0,               0.000218,               0.000218,               0.000218
                     93,                      0,                 20.703,                      0,                      0,                      0,                      0,                      0,                      0,                 12.914,                      0,              0.0001982,              0.0001982,              0.0001982
                     94,                      0,                 20.601,                      0,                      0,                      0,                      0,                      0,                      0,                 10.665,                      0,              0.0001784,              0.0001784,              0.0001784
                     95,                      0,                 21.929,                      0,                      0,                      0,                      0,                      0,                      0,                 10.239,                      0,              0.0001586,              0.0001586,              0.0001586
                     96,                      0,                 20.512,                      0,                      0,                      0,                      0,                      0,                      0,                 10.059,                      0,              0.0001388,              0.0001388,              0.0001388
                     97,                      0,                 20.523,                      0,                      0,                      0,                      0,                      0,                      0,                 10.059,                      0,               0.000119,               0.000119,               0.000119
                     98,                      0,                 20.473,                      0,                      0,                      0,                      0,                      0,                      0,                 10.483,                      0,               9.92e-05,               9.92e-05,               9.92e-05
