                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.8167,                 2.5947,                 1.6537,                0.81895,                0.02264,                0.01202,                0.00281,                  1.978,                 4.7367,                  1.182,             0.00065038,             0.00065038,             0.00065038
                     12,                 1.8283,                 2.5676,                 1.6357,                0.61771,                0.02642,                0.00838,                0.00236,                 1.9825,                 5.1317,                 1.1582,             0.00064331,             0.00064331,             0.00064331
                     13,                  1.794,                 2.4792,                 1.6413,                0.62078,                0.02642,                0.01094,                0.00293,                 1.7901,                   4.79,                 1.1335,             0.00063625,             0.00063625,             0.00063625
                     14,                 1.7992,                 2.4751,                  1.612,                0.83136,                0.02642,                 0.0126,                0.00379,                 1.8408,                 5.0688,                  1.187,             0.00062918,             0.00062918,             0.00062918
                     15,                 1.7744,                 2.4175,                 1.5982,                0.61618,                0.03019,                0.00735,                0.00214,                 1.8288,                 4.8117,                 1.1882,             0.00062211,             0.00062211,             0.00062211
                     16,                 1.7916,                 2.4042,                 1.6205,                0.83278,                0.03019,                0.01076,                0.00299,                 1.8102,                 4.4544,                 1.1733,             0.00061504,             0.00061504,             0.00061504
                     17,                  1.772,                 2.3691,                 1.5949,                0.84099,                0.03019,                0.01768,                0.00436,                 1.9029,                 4.1938,                 1.2044,             0.00060797,             0.00060797,             0.00060797
                     18,                 1.7667,                 2.3148,                 1.6191,                0.82284,                0.02264,                0.01313,                0.00339,                 1.8057,                 4.1109,                 1.1236,              0.0006009,              0.0006009,              0.0006009
                     19,                  1.724,                 2.3289,                 1.5912,                0.81913,                0.03396,                0.01451,                0.00362,                 1.7729,                 4.5086,                  1.169,             0.00059383,             0.00059383,             0.00059383
                     20,                 1.7481,                 2.3371,                  1.578,                0.61479,                0.01887,                0.00844,                0.00215,                 1.7923,                 4.7294,                 1.1868,             0.00058677,             0.00058677,             0.00058677
                     21,                 1.6942,                 2.2072,                 1.5461,                0.41736,                0.04151,                0.05835,                0.03275,                 1.8773,                 4.8901,                 1.1263,              0.0005797,              0.0005797,              0.0005797
                     22,                 1.7078,                 2.1166,                 1.5543,                0.42708,                0.03396,                0.02839,                0.01044,                 1.8756,                 4.7158,                 1.0943,             0.00057263,             0.00057263,             0.00057263
                     23,                 1.7402,                 2.1838,                 1.5514,                0.41272,                0.02642,                0.01021,                0.00267,                 1.7093,                 4.0876,                 1.0921,             0.00056556,             0.00056556,             0.00056556
                     24,                 1.6712,                 2.0818,                 1.5456,                0.62252,                0.03774,                0.00873,                 0.0021,                 1.7066,                 4.1385,                 1.0666,             0.00055849,             0.00055849,             0.00055849
                     25,                   1.69,                  2.085,                  1.566,                 0.6239,                0.03774,                0.01061,                0.00259,                 1.8164,                 3.8845,                 1.1111,             0.00055142,             0.00055142,             0.00055142
                     26,                 1.6763,                 2.0598,                 1.5158,                0.62829,                0.03793,                0.02352,                0.00997,                 1.7394,                 3.9879,                 1.0978,             0.00054435,             0.00054435,             0.00054435
                     27,                 1.6436,                 1.9836,                 1.5062,                0.83173,                0.03019,                 0.0119,                0.00351,                 1.7495,                 3.9869,                 1.0808,             0.00053728,             0.00053728,             0.00053728
                     28,                 1.6054,                 1.9724,                  1.487,                0.84295,                0.02264,                0.01447,                 0.0037,                 1.7602,                 3.9494,                 1.1216,             0.00053022,             0.00053022,             0.00053022
                     29,                 1.6557,                 1.9501,                 1.5181,                0.63091,                0.03396,                0.01735,                0.00463,                 1.8461,                 4.0807,                 1.1443,             0.00052315,             0.00052315,             0.00052315
                     30,                  1.659,                 1.9405,                 1.5132,                0.83117,                0.03019,                0.01554,                0.00378,                 1.7697,                  4.018,                 1.0991,             0.00051608,             0.00051608,             0.00051608
                     31,                 1.6159,                 1.9893,                 1.4996,                0.63756,                0.02642,                0.01679,                0.00596,                 1.7487,                 4.0517,                  1.071,             0.00050901,             0.00050901,             0.00050901
                     32,                 1.5963,                 1.9315,                 1.4909,                0.84326,                0.02398,                0.01433,                0.00399,                 1.7138,                 3.9526,                 1.0759,             0.00050194,             0.00050194,             0.00050194
                     33,                 1.6047,                 1.8986,                 1.4922,                0.83369,                0.02264,                0.01606,                0.00563,                   1.71,                 3.8311,                 1.0982,             0.00049487,             0.00049487,             0.00049487
                     34,                 1.5906,                 1.8599,                 1.4413,                0.84364,                0.02264,                0.01332,                0.00445,                 1.7622,                 3.8066,                 1.0627,              0.0004878,              0.0004878,              0.0004878
                     35,                 1.6056,                 1.9579,                 1.4851,                 0.8427,                0.02264,                0.01538,                 0.0047,                 1.6604,                  3.772,                 1.0543,             0.00048074,             0.00048074,             0.00048074
                     36,                 1.6019,                 1.7651,                 1.4674,                0.06946,                0.13774,                0.04153,                0.02272,                 1.6441,                 4.0028,                 1.0723,             0.00047367,             0.00047367,             0.00047367
                     37,                 1.6173,                 1.8535,                 1.4836,                0.62743,                0.03396,                 0.0102,                0.00338,                 1.5738,                 3.9727,                 1.0177,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.5582,                 1.7905,                 1.4533,                0.63108,                 0.0389,                0.01461,                0.00408,                 1.6919,                  3.726,                  1.052,             0.00045953,             0.00045953,             0.00045953
                     39,                 1.5974,                 1.8232,                 1.4442,                0.43351,                0.03774,                0.01579,                 0.0052,                 1.6255,                  3.563,                 1.0595,             0.00045246,             0.00045246,             0.00045246
                     40,                 1.5619,                 1.8097,                 1.4443,                0.62514,                0.03396,                0.01495,                0.00455,                  1.711,                 3.5229,                  1.054,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.6115,                 1.8112,                 1.4497,                0.62333,                0.03019,                0.01429,                0.00485,                 1.7644,                 3.6162,                 1.0578,             0.00043832,             0.00043832,             0.00043832
                     42,                 1.5203,                 1.7438,                 1.4003,                0.62315,                0.03396,                0.01396,                 0.0038,                 1.7893,                 3.5627,                 1.0988,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.5361,                 1.7334,                 1.4261,                0.01584,                0.10063,                0.04271,                0.01977,                 1.8359,                 3.5462,                 1.1057,             0.00042419,             0.00042419,             0.00042419
                     44,                 1.5721,                 1.7215,                 1.4224,                0.82836,                0.02642,                0.01492,                 0.0043,                 1.8385,                 3.3903,                 1.1207,             0.00041712,             0.00041712,             0.00041712
                     45,                 1.5743,                 1.7697,                 1.4317,                0.83726,                0.03396,                 0.0174,                0.00516,                 1.6967,                 3.7169,                 1.0559,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.5235,                 1.7204,                 1.4129,                0.83845,                0.03396,                0.01836,                0.00512,                 1.7529,                 3.6713,                 1.0927,             0.00040298,             0.00040298,             0.00040298
                     47,                 1.5165,                 1.6638,                  1.414,                 0.6564,                0.03774,                0.02543,                0.00854,                 1.8211,                 3.6216,                 1.0994,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.5394,                 1.7098,                  1.415,                0.83893,                0.03396,                0.02195,                0.00688,                 1.7045,                 3.3772,                 1.0526,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.4548,                 1.6655,                 1.3832,                0.84143,                0.04151,                0.02144,                0.00732,                 1.7665,                 3.5823,                 1.0881,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.4549,                 1.6009,                 1.3706,                0.83257,                0.04151,                0.01723,                0.00607,                  1.756,                 3.7066,                 1.0627,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.5053,                 1.6907,                 1.4284,                0.10336,                0.13322,                0.06373,                0.03957,                 1.6716,                 3.4096,                 1.0684,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.4782,                 1.6437,                 1.3813,                0.63651,                0.04528,                0.01816,                0.00553,                 1.7342,                 3.4245,                 1.1001,             0.00036057,             0.00036057,             0.00036057
