                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 1.7983,                  1.866,                 1.5341,                0.45305,                0.39437,                0.34678,                0.12903,                 2.0618,                 1.9671,                 1.9248,              0.0013268,              0.0013268,              0.0013268
                     54,                 1.7925,                 1.8207,                 1.5586,                0.36433,                0.43662,                0.29444,                0.10172,                 2.1557,                 2.1607,                 1.9969,              0.0013136,              0.0013136,              0.0013136
                     55,                 1.7711,                 1.8688,                 1.5317,                0.47923,                0.33701,                0.33151,                0.10444,                 2.2346,                 2.0102,                 2.0078,              0.0013004,              0.0013004,              0.0013004
                     56,                   1.76,                 1.8254,                 1.5016,                0.26029,                0.38028,                0.22945,                0.07664,                 2.1681,                 2.2053,                 2.0554,              0.0012872,              0.0012872,              0.0012872
                     57,                 1.7442,                 1.8368,                 1.5202,                0.34509,                0.35627,                0.31457,                0.09319,                  2.217,                 1.9975,                 2.0848,               0.001274,               0.001274,               0.001274
                     58,                 1.7214,                 1.8151,                  1.495,                0.43838,                0.49296,                0.35302,                0.12063,                 2.0694,                 1.9304,                 1.8624,              0.0012608,              0.0012608,              0.0012608
                     59,                 1.7532,                 1.8573,                 1.5307,                0.50961,                0.26354,                0.32558,                0.11202,                 2.0614,                 1.8934,                 1.8997,              0.0012476,              0.0012476,              0.0012476
                     60,                  1.706,                 1.7827,                 1.4963,                0.47933,                0.43662,                0.34681,                0.12364,                 2.1343,                 2.0142,                 1.9864,              0.0012344,              0.0012344,              0.0012344
                     61,                 1.8072,                 1.8053,                 1.5247,                0.41228,                0.48416,                0.37032,                0.13758,                 2.1924,                 1.8898,                 2.0471,              0.0012212,              0.0012212,              0.0012212
                     62,                 1.7682,                 1.8027,                 1.5255,                0.38514,                0.38028,                0.35883,                0.12406,                 2.1767,                 1.8532,                 2.0266,               0.001208,               0.001208,               0.001208
                     63,                 1.7892,                 1.7816,                 1.5334,                0.30051,                0.47201,                0.30525,                0.10401,                 2.1008,                 1.9014,                 1.8929,              0.0011948,              0.0011948,              0.0011948
                     64,                 1.7112,                 1.7582,                 1.4772,                0.51753,                 0.4507,                0.48404,                0.15917,                 2.0902,                 1.7363,                 1.9292,              0.0011816,              0.0011816,              0.0011816
                     65,                 1.7269,                 1.7268,                  1.477,                0.37539,                0.49296,                0.41363,                0.15028,                  2.087,                 1.8425,                 1.8804,              0.0011684,              0.0011684,              0.0011684
                     66,                 1.7375,                 1.7287,                 1.5143,                0.45115,                0.48629,                0.43916,                0.18099,                 2.0223,                 1.7315,                 1.8101,              0.0011552,              0.0011552,              0.0011552
                     67,                  1.719,                 1.7294,                 1.4983,                0.46423,                0.38028,                0.40817,                0.15504,                 2.0831,                 1.7716,                 1.9252,               0.001142,               0.001142,               0.001142
                     68,                 1.7389,                 1.7239,                 1.4942,                0.41802,                0.38028,                0.33381,                0.11884,                 2.1258,                 2.0582,                 2.0042,              0.0011288,              0.0011288,              0.0011288
                     69,                 1.6865,                 1.6637,                 1.4734,                0.50059,                0.35211,                0.38743,                 0.1505,                 2.1806,                  1.855,                 2.0328,              0.0011156,              0.0011156,              0.0011156
                     70,                 1.7237,                 1.7335,                 1.5107,                0.41519,                0.47887,                0.39525,                0.16215,                 2.1213,                  1.724,                 1.9308,              0.0011024,              0.0011024,              0.0011024
                     71,                 1.6954,                 1.6969,                 1.4524,                0.61411,                0.40352,                0.44532,                0.18092,                 2.1331,                 1.7949,                 1.9433,              0.0010892,              0.0010892,              0.0010892
                     72,                  1.733,                 1.6964,                 1.4681,                0.59055,                0.42665,                0.48632,                0.18473,                 2.0372,                 1.6248,                 1.8359,               0.001076,               0.001076,               0.001076
                     73,                 1.6681,                 1.6317,                 1.4452,                 0.5859,                0.33803,                0.41546,                 0.1325,                 2.2315,                 1.8383,                 2.0717,              0.0010628,              0.0010628,              0.0010628
                     74,                 1.6808,                   1.67,                  1.501,                0.45101,                0.40845,                0.40833,                0.15811,                 2.0873,                 1.7488,                 1.9068,              0.0010496,              0.0010496,              0.0010496
                     75,                 1.7173,                 1.6778,                 1.4704,                0.62616,                0.35211,                0.42734,                0.15312,                 2.1191,                 1.7484,                 1.9608,              0.0010364,              0.0010364,              0.0010364
                     76,                 1.6674,                 1.6569,                 1.4583,                 0.5334,                 0.5493,                0.46334,                0.19287,                 2.0038,                 1.6659,                 1.9221,              0.0010232,              0.0010232,              0.0010232
                     77,                 1.6589,                 1.6066,                 1.4502,                0.48474,                0.49029,                0.42739,                 0.1559,                 2.0353,                 1.7091,                 1.9236,                0.00101,                0.00101,                0.00101
                     78,                 1.6805,                 1.6147,                 1.4661,                0.55697,                0.50704,                0.48577,                0.18022,                 2.0882,                 1.5899,                 1.8969,              0.0009968,              0.0009968,              0.0009968
                     79,                  1.671,                 1.6529,                 1.4727,                0.43417,                0.56338,                0.41509,                  0.167,                  2.138,                 1.7143,                 1.9663,              0.0009836,              0.0009836,              0.0009836
                     80,                 1.6847,                 1.5996,                 1.4563,                0.62731,                0.39437,                0.43548,                0.17045,                 2.1878,                 1.6056,                 2.0054,              0.0009704,              0.0009704,              0.0009704
                     81,                 1.6568,                 1.6282,                 1.4715,                0.66367,                0.47887,                0.53045,                0.19663,                 2.0627,                 1.5687,                 1.9549,              0.0009572,              0.0009572,              0.0009572
                     82,                 1.6406,                 1.5774,                 1.4251,                0.51316,                0.43662,                0.43601,                0.13185,                 2.2527,                 1.9728,                 2.1518,               0.000944,               0.000944,               0.000944
                     83,                 1.6699,                 1.5649,                 1.4496,                0.46061,                 0.4507,                0.40501,                 0.1413,                 2.2875,                 1.8086,                 2.1227,              0.0009308,              0.0009308,              0.0009308
                     84,                 1.6339,                 1.5288,                 1.4384,                0.49718,                0.57746,                0.49802,                0.16625,                 2.2717,                 1.6076,                 2.0517,              0.0009176,              0.0009176,              0.0009176
                     85,                 1.5835,                  1.512,                 1.4076,                0.57382,                0.49305,                0.47363,                0.19085,                 2.0568,                 1.5554,                 1.8763,              0.0009044,              0.0009044,              0.0009044
                     86,                  1.612,                 1.5617,                  1.405,                0.55986,                0.47887,                0.50081,                0.20054,                 2.0736,                 1.6405,                 1.9458,              0.0008912,              0.0008912,              0.0008912
                     87,                  1.606,                 1.5462,                 1.4078,                0.48969,                0.53521,                0.47076,                0.16723,                 2.0254,                 1.7375,                 1.9043,               0.000878,               0.000878,               0.000878
                     88,                  1.571,                 1.5225,                 1.3965,                0.55411,                0.47887,                 0.4665,                0.16086,                 2.0992,                 1.7004,                 1.9321,              0.0008648,              0.0008648,              0.0008648
                     89,                 1.5829,                 1.5334,                 1.4076,                0.41079,                0.53521,                0.45547,                0.18666,                 2.0384,                 1.5535,                 1.9189,              0.0008516,              0.0008516,              0.0008516
                     90,                 1.6568,                 1.5583,                 1.4233,                0.41761,                0.53528,                0.41207,                0.15092,                 2.2083,                 1.7172,                 2.0308,              0.0008384,              0.0008384,              0.0008384
                     91,                 1.6252,                 1.5263,                 1.4066,                0.59689,                0.47887,                0.48793,                0.18662,                 2.1741,                 1.6508,                 1.9904,              0.0008252,              0.0008252,              0.0008252
                     92,                 1.5883,                 1.5129,                 1.4172,                 0.4415,                0.47877,                0.38566,                0.14804,                  2.119,                 1.7792,                 1.9653,               0.000812,               0.000812,               0.000812
                     93,                 1.5704,                 1.4948,                 1.3867,                0.45482,                0.53521,                0.45782,                0.16639,                   2.09,                 1.6822,                 1.9364,              0.0007988,              0.0007988,              0.0007988
                     94,                 1.5708,                 1.4764,                 1.3971,                0.62601,                0.42254,                0.47719,                0.17283,                  2.192,                 1.6134,                 2.0692,              0.0007856,              0.0007856,              0.0007856
                     95,                 1.6069,                  1.491,                 1.3957,                 0.6382,                0.42236,                0.45367,                0.14218,                 2.3212,                 1.7983,                 2.2283,              0.0007724,              0.0007724,              0.0007724
                     96,                 1.6139,                 1.5223,                 1.3942,                0.64723,                0.52113,                0.53147,                 0.2053,                 2.0774,                 1.5768,                  1.966,              0.0007592,              0.0007592,              0.0007592
                     97,                 1.5487,                 1.4723,                 1.3658,                0.43286,                0.49296,                0.43475,                 0.1718,                 2.2326,                 1.6666,                 2.0095,               0.000746,               0.000746,               0.000746
                     98,                 1.5594,                 1.4282,                 1.3776,                0.44639,                0.52113,                0.47358,                0.18546,                 2.0909,                 1.5652,                 1.8842,              0.0007328,              0.0007328,              0.0007328
                     99,                 1.5501,                 1.4095,                 1.3523,                0.60254,                0.42254,                0.49134,                0.20025,                 2.1706,                 1.5148,                  1.961,              0.0007196,              0.0007196,              0.0007196
                    100,                 1.5923,                 1.4582,                 1.3909,                0.40975,                0.43662,                 0.3865,                0.15219,                 2.1865,                 1.7383,                 2.0161,              0.0007064,              0.0007064,              0.0007064
                    101,                 1.5204,                 1.4161,                 1.3653,                0.62689,                0.52062,                0.49331,                0.18936,                 2.1009,                  1.587,                 2.0018,              0.0006932,              0.0006932,              0.0006932
                    102,                 1.5445,                 1.4523,                 1.3641,                0.52208,                0.56338,                0.48978,                 0.1708,                 2.1165,                 1.5393,                 2.0019,                0.00068,                0.00068,                0.00068
                    103,                 1.5581,                 1.4378,                  1.358,                0.57063,                0.49296,                 0.4479,                 0.1674,                 2.2162,                 1.6179,                 2.0649,              0.0006668,              0.0006668,              0.0006668
                    104,                 1.5287,                 1.4194,                 1.3572,                0.56832,                0.46358,                0.50251,                0.16462,                 2.2159,                 1.5605,                 2.0562,              0.0006536,              0.0006536,              0.0006536
                    105,                 1.5454,                 1.3968,                   1.37,                0.62966,                0.53521,                0.53284,                0.19469,                 2.2048,                 1.4774,                 2.0078,              0.0006404,              0.0006404,              0.0006404
                    106,                 1.5496,                 1.3834,                 1.3645,                0.54337,                0.49296,                0.48504,                0.17632,                 2.2165,                  1.768,                  1.969,              0.0006272,              0.0006272,              0.0006272
                    107,                 1.4885,                 1.3966,                 1.3358,                0.53916,                0.57746,                0.55023,                0.21317,                 2.1148,                 1.4688,                 1.9371,               0.000614,               0.000614,               0.000614
                    108,                 1.5481,                 1.3918,                 1.3496,                0.80907,                0.41787,                0.57631,                0.22094,                 2.1711,                 1.5141,                 2.0063,              0.0006008,              0.0006008,              0.0006008
                    109,                 1.4858,                 1.3817,                  1.331,                0.62272,                 0.5347,                0.53631,                0.18973,                 2.1246,                 1.5744,                 1.9762,              0.0005876,              0.0005876,              0.0005876
                    110,                 1.5195,                 1.3857,                 1.3639,                0.69422,                0.54365,                0.54669,                0.19783,                 2.0646,                 1.5403,                 2.0462,              0.0005744,              0.0005744,              0.0005744
                    111,                 1.4659,                 1.4067,                 1.3196,                0.50081,                0.56523,                 0.5387,                0.19642,                 2.0353,                 1.5868,                 1.9673,              0.0005612,              0.0005612,              0.0005612
                    112,                 1.5156,                 1.3641,                 1.3447,                0.60241,                0.49085,                  0.528,                0.20708,                 2.0819,                 1.5718,                 2.0234,               0.000548,               0.000548,               0.000548
                    113,                 1.5184,                 1.4292,                 1.3742,                0.62956,                0.43092,                 0.4906,                0.19323,                 2.1692,                 1.5839,                 1.9807,              0.0005348,              0.0005348,              0.0005348
                    114,                 1.4794,                 1.3806,                 1.3089,                0.52291,                 0.5493,                0.52741,                0.18099,                 2.0728,                 1.6108,                  1.938,              0.0005216,              0.0005216,              0.0005216
                    115,                 1.4809,                  1.316,                  1.305,                0.57836,                0.53521,                0.48942,                0.18588,                 2.1659,                 1.4374,                 2.0639,              0.0005084,              0.0005084,              0.0005084
                    116,                 1.4914,                 1.3534,                 1.3487,                0.53003,                0.56338,                0.52114,                 0.1985,                 2.1523,                 1.5313,                  1.988,              0.0004952,              0.0004952,              0.0004952
                    117,                 1.4853,                  1.356,                 1.3207,                0.68678,                0.56338,                0.60031,                0.24078,                 2.0437,                 1.4841,                 1.9113,               0.000482,               0.000482,               0.000482
                    118,                 1.4424,                 1.3398,                 1.3029,                0.68242,                0.54482,                0.60207,                0.20434,                 2.1332,                 1.5238,                 1.9663,              0.0004688,              0.0004688,              0.0004688
                    119,                 1.4909,                 1.3101,                 1.3339,                0.51927,                0.63901,                0.54312,                0.19684,                 2.0882,                 1.5176,                 1.9303,              0.0004556,              0.0004556,              0.0004556
                    120,                 1.4706,                 1.3097,                 1.3196,                0.62371,                0.51365,                0.53821,                0.21991,                 1.9849,                 1.3895,                  1.844,              0.0004424,              0.0004424,              0.0004424
                    121,                 1.4434,                 1.3195,                 1.3014,                0.79868,                0.42254,                0.52868,                0.19769,                 2.0998,                 1.4912,                 1.9644,              0.0004292,              0.0004292,              0.0004292
                    122,                 1.4235,                 1.2701,                 1.3081,                0.53402,                0.50704,                0.51924,                0.18785,                 2.0991,                 1.5266,                  1.971,               0.000416,               0.000416,               0.000416
                    123,                 1.4067,                 1.2724,                 1.2835,                0.71431,                0.49296,                 0.5559,                0.20246,                 2.1037,                 1.4976,                 1.9688,              0.0004028,              0.0004028,              0.0004028
                    124,                  1.412,                 1.2131,                 1.2707,                  0.704,                0.49296,                0.53438,                0.19795,                 2.1783,                 1.5249,                 2.0138,              0.0003896,              0.0003896,              0.0003896
                    125,                 1.4314,                 1.2809,                 1.2894,                0.62435,                0.46822,                 0.5108,                0.19791,                 2.1934,                 1.4513,                 2.0511,              0.0003764,              0.0003764,              0.0003764
                    126,                 1.4446,                 1.2617,                 1.3069,                0.56149,                0.56338,                 0.5595,                0.21482,                 2.1623,                 1.4595,                 1.9971,              0.0003632,              0.0003632,              0.0003632
                    127,                 1.4268,                 1.2704,                 1.2787,                0.64504,                0.43662,                0.47579,                0.17973,                 2.1451,                 1.5345,                 1.9892,                0.00035,                0.00035,                0.00035
                    128,                 1.4217,                 1.2622,                 1.2612,                0.66503,                0.47887,                0.56143,                0.19765,                 2.1506,                 1.6011,                 1.9409,              0.0003368,              0.0003368,              0.0003368
                    129,                 1.3991,                 1.2061,                 1.2721,                0.77372,                 0.4507,                0.54693,                0.19632,                 2.1682,                 1.5226,                 2.0093,              0.0003236,              0.0003236,              0.0003236
                    130,                   1.37,                 1.2404,                  1.279,                0.72499,                0.39437,                0.48566,                0.20113,                 2.2127,                 1.5167,                 2.0541,              0.0003104,              0.0003104,              0.0003104
                    131,                 1.3774,                 1.2061,                 1.2625,                0.74334,                0.43662,                  0.524,                0.20842,                 2.0722,                 1.4604,                 1.9187,              0.0002972,              0.0002972,              0.0002972
                    132,                 1.4073,                  1.209,                 1.2721,                0.59062,                0.46479,                0.52769,                0.20667,                 2.1388,                 1.5055,                 1.9731,               0.000284,               0.000284,               0.000284
                    133,                 1.3835,                  1.182,                 1.2602,                 0.5509,                 0.6338,                0.52821,                0.19974,                 2.1389,                  1.465,                 1.9878,              0.0002708,              0.0002708,              0.0002708
                    134,                 1.3737,                 1.2147,                 1.2642,                0.54752,                0.52837,                0.48765,                0.18217,                 2.2251,                   1.53,                 2.0298,              0.0002576,              0.0002576,              0.0002576
                    135,                 1.3535,                  1.221,                 1.2512,                0.50406,                0.58695,                0.49766,                0.18296,                 2.2518,                 1.4891,                 2.0617,              0.0002444,              0.0002444,              0.0002444
                    136,                 1.3884,                  1.176,                 1.2651,                 0.6147,                0.43662,                0.49994,                0.19497,                 2.2135,                 1.4845,                 2.0197,              0.0002312,              0.0002312,              0.0002312
                    137,                 1.3747,                 1.1883,                 1.2638,                0.57231,                0.47124,                 0.4734,                0.19227,                  2.179,                 1.4801,                 1.9809,               0.000218,               0.000218,               0.000218
                    138,                 1.4237,                 1.1923,                 1.2831,                0.69988,                 0.4507,                0.50409,                0.19682,                 2.1607,                 1.4966,                 1.9549,              0.0002048,              0.0002048,              0.0002048
                    139,                 1.3417,                 1.1449,                 1.2356,                0.49471,                0.53521,                0.49378,                 0.1975,                 2.1638,                  1.503,                 1.9762,              0.0001916,              0.0001916,              0.0001916
                    140,                 1.3267,                 1.1736,                 1.2497,                0.56856,                0.53521,                0.52943,                0.19917,                 2.1811,                 1.4509,                 1.9817,              0.0001784,              0.0001784,              0.0001784
                    141,                 1.4479,                  1.303,                 1.3699,                0.58666,                0.55977,                0.54695,                0.19948,                 2.2161,                  1.487,                  1.998,              0.0001652,              0.0001652,              0.0001652
